X1	X2	X3	X4	X5	X6	X7	X8	X9
3	1	55	1	16	40	1	1	3000
3	1	36	1	4	48	5	2	1200
3	1	35	1	4	42	3	7	2000
3	1	37	7	4	48	6	7	2000
3	1	16	7	1	48	6	4	1000
3	2	39	1	3	30	0	1	1300
3	1	26	3	2	48	6	4	1400
3	1	28	5	2	50	6	6	1000
3	1	49	3	11	40	4	4	1400
3	1	60	1	17	48	5	2	1200
4	2	51	6	17	67	0	1	1000
4	1	39	3	2	40	8	1	1500
4	2	43	1	10	40	0	1	2700
4	1	34	3	2	48	6	6	1500
4	1	21	3	2	48	6	3	1000
4	1	36	3	6	60	8	1	1200
5	1	36	3	7	40	6	7	1500
5	1	40	3	10	48	5	7	1200
5	1	22	7	1	40	6	4	1200
5	1	20	3	1	40	6	7	2000
5	1	45	3	12	40	6	7	1000
5	1	21	7	1	36	8	3	1000
5	2	26	5	3	40	2	1	1200
5	1	54	3	19	40	6	4	1000
5	1	56	3	20	49	2	7	1500
5	2	26	7	3	48	0	1	1800
5	1	26	7	4	40	0	1	1000
5	1	45	5	8	56	5	7	1000
5	1	39	3	6	48	5	4	1200
5	1	49	1	9	40	9	1	1500
5	2	45	7	14	40	8	3	1500
5	2	43	3	13	40	0	1	1200
5	1	47	3	15	40	2	7	1000
5	1	54	3	22	48	1	8	1200
5	1	44	3	16	48	6	4	1000
5	2	25	3	2	36	0	1	1500
6	2	47	3	9	40	5	6	1000
6	1	33	7	2	40	1	1	3000
6	2	24	7	2	40	2	3	1200
6	1	39	1	2	40	0	1	2500
6	2	35	1	8	40	0	1	3000
6	1	29	1	4	40	0	1	2000
6	2	21	3	2	40	2	1	1200
6	2	50	7	4	48	8	6	1200
6	2	27	7	3	48	8	6	1000
6	1	41	3	12	40	2	6	1500
6	2	40	3	12	40	2	6	1500
6	2	36	3	2	40	0	1	1300
6	1	27	3	3	40	6	7	1500
6	2	30	7	2	40	0	1	2000
6	2	43	7	10	40	8	7	1000
6	1	58	3	12	40	7	7	1000
6	1	25	3	2	40	3	4	1500
6	1	55	3	10	36	7	7	1000
7	1	52	1	9	50	6	8	3000
7	2	31	1	4	56	0	3	1600
7	1	30	1	4	50	5	7	1060
7	1	27	3	3	48	7	7	1000
7	1	50	3	12	40	2	7	2000
7	2	45	3	11	40	2	7	1000
7	1	41	1	10	40	1	3	2500
7	1	29	3	2	48	6	4	2100
7	2	52	5	16	40	2	7	1200
7	1	31	3	6	48	5	7	1500
7	2	32	3	5	40	0	1	2300
7	1	23	7	4	48	2	4	1000
7	1	61	1	18	48	3	8	2000
7	1	42	3	15	48	5	7	2000
7	1	47	1	8	48	5	7	1000
7	2	56	3	17	37	5	5	1200
7	1	50	1	18	48	0	7	2000
7	1	54	1	5	48	6	8	3000
7	1	32	3	4	40	8	1	1100
7	2	44	3	12	40	2	1	1100
7	2	48	1	10	40	0	1	1300
7	1	28	4	5	45	8	1	1600
7	1	42	3	8	40	0	1	1400
7	1	38	1	3	50	8	1	1300
7	1	31	1	2	40	6	4	1200
7	1	45	7	15	40	0	4	5000
7	2	37	1	5	40	2	3	2300
7	1	38	1	4	48	9	1	1500
7	2	37	1	6	40	0	1	1200
7	2	47	1	9	40	0	1	1300
7	2	38	1	3	40	2	1	1300
7	2	31	4	7	50	0	1	1500
7	2	33	2	6	56	0	1	1500
7	2	31	7	8	60	0	6	1800
7	1	21	7	3	40	0	1	1100
7	1	26	7	6	40	0	3	1000
7	1	50	1	17	60	6	2	2000
7	1	27	1	4	45	8	4	1100
7	2	42	5	10	40	8	2	1200
7	2	38	1	9	40	0	1	1200
8	1	44	1	13	36	6	2	1100
8	1	56	1	15	30	6	4	1200
8	1	28	7	6	30	6	4	1200
8	1	32	3	10	30	6	4	1000
8	1	27	7	2	30	6	4	1400
8	2	47	5	9	40	6	4	1000
8	2	29	7	6	50	2	3	1200
8	1	57	3	16	40	6	7	1000
8	1	56	1	18	48	8	3	1200
8	2	48	3	15	50	2	7	1000
8	1	29	3	4	60	5	5	1200
8	1	26	7	2	40	7	4	1500
8	1	45	1	5	50	1	8	6500
8	1	65	3	20	40	6	7	1000
8	1	19	3	1	50	2	4	1200
8	1	27	1	5	40	5	4	1200
8	2	28	3	4	40	2	3	1200
8	1	59	1	13	40	0	3	1800
8	2	35	1	7	40	0	1	1200
8	1	18	2	1	40	2	3	1000
8	1	20	7	1	40	2	3	1000
8	1	24	3	3	48	6	4	1100
8	1	29	3	6	60	6	7	2000
8	1	35	7	8	48	7	7	1500
8	1	21	3	2	48	6	4	1000
8	2	21	3	2	40	2	1	1300
8	1	28	3	3	48	6	7	2000
8	1	38	7	6	48	8	3	1600
8	1	29	3	5	44	5	4	1100
8	1	23	1	3	44	5	4	1100
8	1	23	7	3	60	2	7	1600
9	1	65	5	15	40	1	1	1600
9	1	30	3	7	30	5	7	1200
9	1	35	7	8	56	6	4	1800
9	1	24	3	4	45	6	4	1000
9	1	23	3	3	48	2	7	1200
9	1	51	1	12	36	0	1	1300
9	1	30	3	5	45	6	8	1600
9	1	35	3	8	48	6	4	3400
10	1	41	3	10	48	6	8	1000
10	1	51	3	10	40	5	2	1000
10	2	73	7	25	40	0	1	1100
10	1	40	3	13	40	0	1	1300
10	1	43	3	10	40	0	1	2000
10	2	49	1	7	40	2	1	1000
10	2	28	7	4	40	0	1	1100
10	2	44	1	10	40	0	1	1000
10	1	24	3	4	60	6	4	1000
11	1	39	1	5	72	2	7	1000
11	1	36	1	8	48	1	3	1800
11	1	21	7	2	35	3	4	1500
11	1	31	3	9	25	3	7	1600
11	1	19	3	1	40	8	2	1100
11	1	29	7	5	48	8	1	1600
11	1	35	7	9	44	5	4	1700
11	1	36	1	9	10	5	7	1000
11	1	28	3	6	40	5	2	1200
11	1	24	7	3	48	8	1	1600
11	1	31	7	4	48	8	1	1600
11	1	34	3	3	56	8	4	5000
11	1	19	3	2	58	8	6	3000
11	1	63	2	14	60	8	2	1100
11	1	51	3	11	40	3	8	1500
11	2	45	3	10	40	0	1	1300
11	1	33	1	7	63	3	8	1500
11	2	34	7	6	28	0	1	1400
11	1	18	7	1	40	6	4	1400
11	2	37	5	5	48	2	8	2000
12	1	37	1	7	40	6	8	3000
12	2	23	5	2	40	8	4	1600
12	1	32	3	4	40	6	4	1200
12	2	51	5	6	36	2	7	1200
12	1	16	7	1	60	2	4	1000
12	1	31	7	5	15	2	7	1200
12	1	33	7	6	40	2	3	1200
12	1	28	1	3	40	8	1	1800
12	1	19	7	1	40	6	4	1200
12	1	31	3	8	40	6	4	1200
12	2	46	4	4	40	0	1	1300
12	1	25	7	2	60	5	5	1200
12	1	45	1	15	48	6	8	1200
13	1	50	3	17	42	3	8	1200
13	1	47	3	8	40	5	4	1600
13	1	55	7	9	48	6	7	1000
13	1	59	1	18	48	5	5	1500
13	2	27	1	1	25	0	1	1500
13	1	30	3	4	40	6	4	1400
13	1	24	3	4	48	7	4	1600
13	2	38	7	7	40	8	2	1000
13	1	47	7	10	40	7	2	1000
13	1	27	7	3	40	5	4	1000
13	1	25	7	3	40	1	4	1000
13	1	19	7	1	48	5	4	1000
13	2	34	7	5	48	1	3	1000
13	2	39	7	4	48	2	3	1000
13	1	48	1	12	40	6	7	1000
13	2	42	7	13	35	8	4	1000
13	1	53	3	16	40	6	4	1900
13	1	28	7	5	40	6	4	1000
13	1	31	3	4	40	6	4	1400
13	1	27	7	5	40	6	4	1000
13	1	38	7	6	42	5	7	1500
13	1	37	3	3	48	5	7	1600
13	1	47	1	10	40	5	5	1800
13	1	60	1	17	24	2	7	1200
13	1	33	7	8	30	2	7	3000
13	2	26	7	3	30	0	3	1000
13	2	43	1	7	50	2	8	1500
13	2	29	1	7	50	2	7	1200
13	1	53	5	18	40	8	2	1300
13	1	39	1	10	40	6	4	1000
13	1	37	7	1	48	5	7	2000
13	2	24	7	3	25	0	1	1300
13	2	45	1	8	25	0	1	1800
13	2	43	1	10	40	0	3	1300
13	2	40	7	9	40	8	2	1100
13	1	29	5	7	25	0	6	2000
14	1	55	1	18	35	2	7	1000
14	1	16	3	1	66	8	4	1300
14	1	60	5	22	40	0	8	2500
14	1	52	1	15	56	1	8	6000
14	2	25	7	3	40	2	3	2000
14	1	24	7	2	40	2	3	2000
14	1	35	1	6	40	6	1	1100
14	1	24	7	2	48	2	3	1000
14	1	31	3	4	40	3	4	1200
14	1	18	7	1	40	6	4	1200
14	1	67	1	21	40	6	7	1200
14	1	35	7	11	40	0	1	1800
14	2	35	1	7	36	8	2	1100
14	1	48	1	10	48	2	8	2000
14	2	37	1	8	36	0	1	1700
14	2	26	7	3	40	0	1	1600
14	1	28	1	1	60	2	8	2000
14	1	32	7	7	40	6	4	1200
14	2	44	5	10	40	2	1	1700
14	1	34	1	8	60	5	7	2500
14	1	35	1	6	40	8	2	1100
14	1	33	1	9	48	8	1	1400
14	2	31	7	9	40	0	1	1100
14	1	31	3	9	40	6	7	1400
14	1	41	3	10	40	6	7	1600
14	2	37	3	7	40	8	2	1000
14	1	48	1	10	40	0	7	1600
14	2	38	3	7	40	8	2	1200
15	1	26	3	3	40	6	3	1100
15	1	37	3	7	72	8	4	1000
15	1	42	3	10	48	6	4	1200
15	1	25	7	3	48	6	4	1400
15	1	22	3	2	48	6	4	1000
15	2	43	5	10	38	0	1	2000
15	1	33	1	8	40	2	3	1200
15	2	28	7	2	38	0	3	1700
15	2	43	5	15	38	0	1	1300
15	1	32	1	5	38	2	1	1100
15	1	58	5	11	40	7	3	1100
15	2	45	7	16	40	8	2	1200
15	1	51	7	12	38	6	4	1100
15	1	49	7	12	40	8	4	1200
15	1	46	1	9	40	6	4	2200
15	1	51	3	13	46	5	5	1400
15	1	39	3	6	48	6	4	1800
15	1	53	3	18	56	5	3	2500
15	1	32	5	9	40	2	7	1200
15	1	21	7	2	40	5	7	1000
15	2	48	7	10	35	2	7	1000
15	1	29	3	2	40	6	3	1400
15	1	21	7	3	72	0	1	1600
15	1	23	3	1	72	8	1	1800
15	1	58	7	19	36	0	6	1200
15	1	50	7	17	24	0	1	1500
15	2	70	6	26	36	0	6	1200
15	1	48	1	10	48	5	5	2000
15	2	45	1	10	40	8	8	1000
15	1	63	1	13	48	1	8	5000
15	2	60	1	23	48	2	8	2000
15	2	44	6	7	48	2	7	1200
15	1	48	1	8	48	6	6	2000
15	1	26	7	1	48	6	6	1000
15	1	51	3	16	45	6	4	1000
15	2	39	7	7	40	2	3	1100
15	1	52	1	19	40	2	3	2000
15	2	51	1	19	40	2	3	1100
15	2	45	7	15	72	0	1	1700
15	1	58	3	17	48	6	7	1200
15	1	50	1	18	48	8	7	1000
15	1	65	7	17	60	5	7	1000
15	1	23	3	3	48	2	7	1200
15	1	30	3	5	48	6	4	1000
15	1	26	7	4	48	6	4	1000
15	2	53	7	11	40	8	7	1000
15	2	46	7	12	36	0	1	2100
15	2	36	7	10	40	2	3	1500
15	1	54	7	17	72	5	5	2500
15	1	24	7	4	72	5	5	2500
15	1	37	7	1	40	6	3	1200
15	1	23	7	3	72	1	3	1500
15	2	28	7	5	40	2	3	2000
15	2	47	1	11	48	2	8	4000
15	1	36	1	2	40	0	3	4000
16	1	34	7	3	40	6	4	1000
16	1	56	1	16	40	6	7	2000
16	1	25	7	4	40	2	3	1600
16	1	33	1	6	40	0	3	2000
16	2	33	7	4	48	2	4	1200
16	1	37	1	4	48	1	5	3000
16	2	50	7	19	48	0	1	1600
16	1	49	7	9	40	0	8	5000
16	1	36	1	6	50	2	7	1000
16	1	44	3	10	50	0	1	2500
16	1	35	1	7	48	1	6	4000
16	1	28	3	1	40	6	2	2100
16	1	48	3	10	48	6	7	1600
16	1	31	7	4	40	6	4	1600
16	1	45	3	10	48	6	7	1200
17	2	35	3	4	40	8	2	1100
17	1	22	3	1	48	8	4	1000
17	1	30	7	3	40	6	4	1400
17	1	30	7	8	48	3	4	1000
17	1	26	3	4	40	6	8	2000
17	1	33	1	9	40	6	4	1400
17	1	19	5	1	40	6	4	1400
17	1	44	7	4	40	6	4	1600
17	1	60	7	16	40	6	7	1500
17	2	38	3	3	60	2	7	1000
17	1	47	7	6	40	8	2	1100
17	1	32	7	4	40	8	4	1500
17	1	65	3	18	48	5	4	1000
17	2	39	1	9	36	0	1	1200
17	1	26	3	3	48	2	4	1300
17	1	27	5	3	48	5	4	1500
17	1	48	1	10	72	5	6	3000
17	2	24	3	3	48	2	3	1000
17	1	25	3	2	48	8	4	1400
17	2	46	3	10	72	8	8	1400
17	2	21	7	2	48	2	3	1300
18	1	33	1	9	48	5	4	1500
18	2	31	1	6	40	0	1	1500
18	2	26	7	5	40	0	1	1500
18	2	58	5	13	48	2	8	1000
18	1	33	7	6	48	5	7	1500
18	1	57	3	12	48	3	7	2000
18	1	30	3	8	48	5	4	1000
18	1	55	3	11	48	5	5	1500
18	1	43	3	10	48	5	4	1600
18	1	44	1	12	48	5	4	1200
18	1	37	1	9	40	2	8	2000
18	1	44	3	9	40	2	4	1000
18	1	26	1	5	40	2	3	1000
18	1	49	3	15	48	5	5	1000
18	1	30	3	8	40	6	4	1200
18	1	52	3	10	48	5	5	1500
18	1	37	3	6	40	5	4	1500
18	1	40	1	15	56	3	6	1000
18	2	35	3	5	48	8	2	1400
18	1	26	3	4	48	3	4	1000
18	1	63	1	19	56	3	6	3000
18	2	32	7	8	48	3	6	2000
18	2	66	1	12	56	3	6	1000
18	1	49	3	12	50	3	7	1000
18	2	33	3	9	40	3	5	1500
18	1	30	3	9	56	3	7	1200
18	1	22	7	3	56	3	7	1500
18	1	26	3	3	56	3	6	1500
18	1	33	1	9	56	3	6	2000
18	2	56	6	18	48	3	8	1500
19	1	45	1	17	50	5	4	3200
19	2	48	1	10	35	0	1	1800
19	1	35	3	10	45	5	4	1000
19	1	27	3	3	72	8	5	1000
19	1	49	4	10	50	8	1	1500
19	2	35	1	11	40	2	1	1300
19	2	43	2	10	49	8	8	1500
19	1	25	3	3	40	6	4	1100
19	1	43	1	10	47	5	7	1700
19	1	31	7	8	36	5	4	1300
19	1	28	1	4	43	3	6	1100
19	1	33	3	9	48	8	8	1700
19	1	50	1	19	72	5	3	3000
19	2	49	1	12	35	0	1	2100
19	1	33	3	6	42	1	8	8000
19	2	33	3	7	35	0	1	3000
19	1	42	3	9	40	6	6	1500
19	2	46	5	6	40	0	1	2200
19	1	27	7	1	40	1	1	1300
19	1	25	3	3	44	6	4	1600
20	2	41	1	7	36	6	3	1000
20	1	36	3	9	40	3	7	1000
20	1	26	3	2	40	6	4	1200
20	1	30	3	5	40	6	4	1600
20	1	32	1	7	40	6	4	1600
20	1	28	7	5	40	6	4	1200
20	1	23	7	2	40	6	4	1200
20	1	40	7	12	40	3	7	1000
20	1	28	7	3	40	3	7	1000
20	1	35	7	9	40	3	7	1000
20	1	40	5	10	50	6	7	2000
20	2	34	7	5	36	0	1	1200
20	1	25	3	2	40	0	7	1000
20	2	31	3	7	40	0	1	1500
20	2	40	1	11	30	8	2	1200
20	2	24	5	3	35	0	1	1200
20	1	44	1	15	50	0	1	2500
20	1	58	4	17	50	6	7	1000
20	2	28	2	4	40	2	3	1500
20	1	30	1	8	60	8	2	1200
20	1	24	1	2	40	6	4	1400
20	1	25	1	3	48	8	4	1100
20	2	40	5	10	44	8	3	1900
20	2	44	1	16	40	8	2	1200
21	1	62	5	25	40	6	2	1200
21	2	47	1	10	35	2	1	1200
21	1	24	7	2	35	3	4	1000
21	1	42	1	9	25	0	1	1500
21	2	45	1	16	25	0	1	1500
21	2	27	7	2	40	2	1	1800
21	1	30	7	5	40	0	5	2500
21	1	66	1	27	40	1	8	3000
21	1	26	7	3	44	1	3	1700
21	1	28	7	2	40	0	3	2500
21	2	49	5	10	35	0	1	2500
21	2	48	5	11	40	2	1	1500
21	2	28	7	1	40	0	1	2500
21	2	68	1	27	25	0	1	1500
21	2	51	1	11	25	0	1	1700
22	1	29	1	2	45	1	3	1200
22	2	42	5	12	40	0	1	2500
22	1	28	3	3	45	8	5	1000
22	1	29	3	1	40	6	4	1000
22	1	32	3	9	40	5	1	1500
22	2	31	3	4	40	8	1	1200
22	1	29	3	2	40	8	1	1200
22	2	55	5	10	40	8	2	1200
22	2	50	5	10	40	8	2	1200
23	1	48	3	9	48	6	4	1200
23	1	40	3	11	40	6	7	2000
23	1	40	3	10	44	3	8	1200
23	1	46	3	18	72	8	4	1200
23	1	40	5	12	30	8	7	2000
23	1	17	7	1	72	8	4	1000
23	1	27	3	2	48	5	7	2000
23	1	28	7	3	40	3	8	1000
23	1	28	1	1	40	5	7	1200
23	1	48	2	12	44	6	3	1600
23	1	31	2	3	44	6	4	1600
23	2	34	7	3	25	2	3	1200
23	2	44	5	7	30	2	7	1000
23	1	41	1	10	48	2	8	4000
23	1	44	1	13	40	5	4	2000
23	2	60	5	25	48	2	7	1000
23	1	38	5	8	54	2	7	1000
23	1	38	5	8	54	2	7	1000
23	2	27	2	4	40	0	1	1300
23	2	23	1	4	40	0	1	1200
23	1	54	1	17	40	1	1	1500
23	2	59	1	20	33	0	1	1500
23	1	21	3	2	40	6	7	1200
23	1	42	3	11	48	8	7	1200
23	1	41	1	9	40	2	8	2000
23	1	33	1	5	40	6	7	1000
23	1	41	3	9	48	6	7	1000
23	1	32	3	6	40	2	7	1500
23	1	32	7	4	40	7	7	1600
23	1	25	7	1	40	7	7	1600
23	1	16	7	1	40	7	7	1600
23	2	27	1	5	40	2	3	1000
23	1	32	1	7	44	1	3	1000
23	1	53	3	20	40	5	4	8000
23	1	71	3	30	40	5	7	2000
23	1	26	7	6	48	8	7	3600
23	1	23	7	1	48	8	7	3600
23	2	46	5	10	40	2	1	1500
23	1	24	5	5	60	5	7	1600
23	2	40	1	7	25	0	1	1500
23	1	33	1	9	48	6	4	1300
23	1	40	1	8	48	8	4	1100
23	1	25	3	1	48	1	3	1120
23	1	42	1	12	40	1	3	6000
24	2	51	3	21	40	8	7	2000
24	2	28	1	4	45	1	8	1700
24	2	51	5	22	40	2	1	1200
24	1	31	7	7	40	1	3	1500
24	1	57	1	18	16	2	7	1000
24	1	49	1	5	45	2	6	1000
24	2	47	1	4	45	2	6	1000
24	1	36	3	5	45	6	4	1200
24	1	47	7	2	40	8	1	1400
24	2	35	1	9	40	8	1	3000
24	1	59	5	18	40	6	2	1200
24	1	34	3	5	16	2	7	1000
24	1	32	3	9	16	2	7	1000
24	1	36	1	11	16	5	7	1000
24	2	44	5	3	45	8	4	1200
24	2	25	7	2	35	5	3	1200
24	2	24	7	1	56	2	1	1200
24	1	48	3	12	56	6	4	2000
24	1	42	3	15	60	5	4	2000
24	1	51	7	11	44	2	4	1000
24	1	63	7	18	45	5	4	1200
24	2	54	5	17	48	8	3	1000
24	2	20	7	1	48	8	4	1100
24	2	22	3	2	48	8	7	1000
24	1	39	1	4	45	6	3	1500
24	1	34	5	6	45	6	3	1800
24	1	57	3	28	40	6	4	1200
24	1	48	7	10	48	5	3	6000
24	1	46	3	10	48	5	4	1500
