X1	X2	X3	X4	X5	X6	X7	X8	X9
3	10	130	13028	4	26,3	7	260,55	Engorde
1	1	150	15189	8	25,6	6,8	303,78	Engorde
3	2	150	15133	4	26,3	7	302,65	Engorde
2	3	150	15199	6	24,9	7,4	303,99	Engorde
2	4	150	15068	9	26	6,7	301,36	Engorde
1	5	150	15124	8	26,1	7,1	302,47	Engorde
1	6	150	15149	4	25,8	6,9	302,99	Engorde
2	7	150	15120	7	26,1	7	302,39	Engorde
2	8	150	15270	7	25,9	7,1	305,4	Engorde
2	9	150	15224	4	26,3	6,9	304,49	Engorde
1	10	150	15237	7	26,6	6,9	304,74	Engorde
2	1	170	17414	5	25,9	7,2	348,28	Engorde
2	2	170	17298	4	24,6	6,9	345,96	Engorde
2	3	170	17366	4	25,9	7	347,32	Engorde
2	4	170	17400	8	25,8	7,4	348	Engorde
2	5	170	17302	6	25,9	6,7	346,04	Engorde
3	6	170	17290	6	25,8	7	345,81	Engorde
3	7	170	17246	9	25,6	7	344,93	Engorde
2	8	170	17369	9	25,2	6,8	347,38	Engorde
2	9	170	17321	8	25	7,1	346,41	Engorde
1	10	170	17310	4	25,8	7,1	346,2	Engorde
1	1	190	7829	4	25,7	6,8	391,45	Engorde
1	2	190	7818	6	25,9	6,9	390,88	Engorde
2	3	190	7830	6	27,7	7	391,51	Engorde
2	4	190	7835	3	26,5	7,1	391,73	Engorde
2	5	190	7800	5	26,6	7	390	Engorde
1	6	190	7770	5	25,9	6,9	388,52	Engorde
3	7	190	7834	4	26	6,9	391,72	Engorde
2	8	190	7817	3	26	6,7	390,85	Engorde
2	9	190	7807	5	26,2	7	390,36	Engorde
2	10	190	7831	8	26,3	6,9	391,54	Engorde
3	1	210	8685	5	25,4	7,2	434,24	Engorde
3	2	210	8686	6	26,3	7,3	434,28	Engorde
2	3	210	8730	4	26,1	7	436,51	Engorde
1	4	210	8710	9	26,4	6,7	435,52	Engorde
2	5	210	8695	8	25,2	7,2	434,77	Engorde
2	6	210	8647	6	25,5	7,1	432,36	Engorde
3	7	210	8726	6	26,5	6,9	436,28	Engorde
3	8	210	8681	5	26,7	7,2	434,03	Engorde
2	9	210	8711	5	25,9	7,5	435,56	Engorde
2	10	210	8709	8	26	7,1	435,47	Engorde
3	1	230	9561	7	25,9	6,9	478,07	Engorde
3	2	230	9578	6	26,9	6,9	478,92	Engorde
2	3	230	9579	5	27,6	6,9	478,97	Engorde
2	4	230	9582	5	27,2	7,1	479,09	Engorde
2	5	230	9569	8	26,5	6,8	478,43	Engorde
2	6	230	9578	6	26,4	7,1	478,88	Engorde
2	7	230	9557	4	26	6,9	477,83	Engorde
2	8	230	9562	6	26,3	7	478,09	Engorde
2	9	230	9614	4	26,9	7	480,72	Engorde
1	10	230	9604	7	25,6	7,1	480,18	Engorde
